NOME DA ESTAÇÃO;DATA;CHUVA;VAZAO
58974000;19/10/1935;SD;861,6406
58974000;20/10/1935;SD;867,1876
58974000;21/10/1935;SD;746,5633
58974000;22/10/1935;SD;632,148
58974000;23/10/1935;SD;1135,4954
58974000;24/10/1935;SD;509,9879
58974000;25/10/1935;SD;485,6908
58974000;26/10/1935;SD;471,4874
58974000;27/10/1935;SD;666,9221
58974000;28/10/1935;SD;959,2053
58974000;29/10/1935;SD;989,2409
58974000;30/10/1935;SD;850,6176
58974000;31/10/1935;SD;839,689
58974000;01/11/1935;SD;983,1844
58974000;02/11/1935;SD;971,1455
58974000;03/11/1935;SD;856,1172
58974000;04/11/1935;SD;759,3482
58974000;05/11/1935;SD;690,7948
58974000;06/11/1935;SD;615,2209
58974000;07/11/1935;SD;582,2731
58974000;08/11/1935;SD;571,5561
58974000;09/11/1935;SD;604,1047
58974000;10/11/1935;SD;759,3482
58974000;11/11/1935;SD;740,2247
58974000;12/11/1935;SD;632,148
58974000;13/11/1935;SD;560,9707
58974000;14/11/1935;SD;509,9879
58974000;15/11/1935;SD;490,4874
58974000;16/11/1935;SD;485,6908
58974000;17/11/1935;SD;500,1747
58974000;18/11/1935;SD;535,0771
58974000;19/11/1935;SD;434,9633
58974000;20/11/1935;SD;439,4225
58974000;21/11/1935;SD;421,7658
58974000;22/11/1935;SD;408,8364
58974000;23/11/1935;SD;417,4264
58974000;24/11/1935;SD;480,9253
58974000;25/11/1935;SD;529,9953
58974000;26/11/1935;SD;550,5159
58974000;27/11/1935;SD;566,247
58974000;28/11/1935;SD;535,0771
58974000;29/11/1935;SD;545,3373
58974000;30/11/1935;SD;571,5561
58974000;01/12/1935;SD;609,646
58974000;02/12/1935;SD;637,8582
58974000;03/12/1935;SD;702,9405
58974000;04/12/1935;SD;727,6546
58974000;05/12/1935;SD;752,9377
58974000;06/12/1935;SD;727,6546
58974000;07/12/1935;SD;672,8381
58974000;08/12/1935;SD;593,1223
58974000;09/12/1935;SD;576,8981
58974000;10/12/1935;SD;560,9707
58974000;11/12/1935;SD;684,7744
58974000;12/12/1935;SD;770,9266
58974000;13/12/1935;SD;770,9266
58974000;14/12/1935;SD;796,9108
58974000;15/12/1935;SD;823,4723
58974000;16/12/1935;SD;740,2247
58974000;17/12/1935;SD;593,1223
58974000;18/12/1935;SD;752,9377
58974000;19/12/1935;SD;1032,3347
58974000;20/12/1935;SD;1317,4141
58974000;21/12/1935;SD;1238,2472
58974000;22/12/1935;SD;1051,18
58974000;23/12/1935;SD;823,4723
58974000;24/12/1935;SD;733,9218
58974000;25/12/1935;SD;637,8582
58974000;26/12/1935;SD;593,1223
58974000;27/12/1935;SD;566,247
58974000;28/12/1935;SD;540,1911
58974000;29/12/1935;SD;529,9953
58974000;30/12/1935;SD;505,0656
58974000;31/12/1935;SD;495,3154
58974000;01/01/1936;SD;495,3154
58974000;02/01/1936;SD;490,4874
58974000;03/01/1936;SD;500,1747
58974000;04/01/1936;SD;540,1911
58974000;05/01/1936;SD;598,5968
58974000;06/01/1936;SD;582,2731
58974000;07/01/1936;SD;550,5159
58974000;08/01/1936;SD;535,0771
58974000;09/01/1936;SD;535,0771
58974000;10/01/1936;SD;509,9879
58974000;11/01/1936;SD;485,6908
58974000;12/01/1936;SD;462,1731
58974000;13/01/1936;SD;448,4315
58974000;14/01/1936;SD;480,9253
58974000;15/01/1936;SD;555,727
58974000;16/01/1936;SD;649,3808
58974000;17/01/1936;SD;643,6024
58974000;18/01/1936;SD;560,9707
58974000;19/01/1936;SD;505,0656
58974000;20/01/1936;SD;582,2731
58974000;21/01/1936;SD;721,423
58974000;22/01/1936;SD;856,1172
58974000;23/01/1936;SD;770,9266
58974000;24/01/1936;SD;626,4718
58974000;25/01/1936;SD;576,8981
58974000;26/01/1936;SD;490,4874
58974000;27/01/1936;SD;466,8149
58974000;28/01/1936;SD;466,8149
58974000;29/01/1936;SD;462,1731
58974000;30/01/1936;SD;434,9633
58974000;31/01/1936;SD;417,4264
58974000;01/02/1936;SD;408,8364
58974000;02/02/1936;SD;396,1723
58974000;03/02/1936;SD;396,1723
58974000;04/02/1936;SD;404,5857
58974000;05/02/1936;SD;408,8364
58974000;06/02/1936;SD;387,8757
58974000;07/02/1936;SD;404,5857
58974000;08/02/1936;SD;721,423
58974000;09/02/1936;SD;1175,8848
58974000;10/02/1936;SD;1142,1617
58974000;11/02/1936;SD;1001,4286
58974000;12/02/1936;SD;872,7584
58974000;13/02/1936;SD;856,1172
58974000;14/02/1936;SD;818,1135
58974000;15/02/1936;SD;791,6679
58974000;16/02/1936;SD;765,7946
58974000;17/02/1936;SD;721,423
58974000;18/02/1936;SD;696,8501
58974000;19/02/1936;SD;609,646
58974000;20/02/1936;SD;540,1911
58974000;21/02/1936;SD;500,1747
